"gene_short_name" "biotype" "num_cells_expressed" "use_for_ordering"
"ENSG00000125733.13" "TRIP10" "protein_coding" 136 FALSE
"ENSG00000125734.9" "GPR108" "protein_coding" 126 FALSE
"ENSG00000125735.6" "TNFSF14" "protein_coding" 2 FALSE
"ENSG00000125740.9" "FOSB" "protein_coding" 109 FALSE
"ENSG00000125741.4" "OPA3" "protein_coding" 68 FALSE
"ENSG00000125743.6" "SNRPD2" "protein_coding" 336 FALSE
"ENSG00000125744.7" "RTN2" "protein_coding" 109 FALSE
"ENSG00000125746.10" "EML2" "protein_coding" 8 FALSE
"ENSG00000125753.9" "VASP" "protein_coding" 130 FALSE
"ENSG00000125755.13" "SYMPK" "protein_coding" 90 FALSE
"ENSG00000125772.8" "GPCPD1" "protein_coding" 167 FALSE
"ENSG00000125775.10" "SDCBP2" "protein_coding" 3 FALSE
"ENSG00000125779.16" "PANK2" "protein_coding" 137 FALSE
"ENSG00000125780.11" "TGM3" "protein_coding" 0 FALSE
"ENSG00000125787.7" "GNRH2" "protein_coding" 0 FALSE
"ENSG00000125788.5" "DEFB126" "protein_coding" 0 FALSE
"ENSG00000125798.9" "FOXA2" "protein_coding" 0 FALSE
"ENSG00000125804.9" "FAM182A" "processed_transcript" 4 FALSE
"ENSG00000125810.9" "CD93" "protein_coding" 0 FALSE
"ENSG00000125812.11" "GZF1" "protein_coding" 49 FALSE
"ENSG00000125813.9" "PAX1" "protein_coding" 0 FALSE
"ENSG00000125814.13" "NAPB" "protein_coding" 81 FALSE
"ENSG00000125815.4" "CST8" "protein_coding" 0 FALSE
"ENSG00000125816.4" "NKX2-4" "protein_coding" 0 FALSE
"ENSG00000125817.7" "CENPB" "protein_coding" 43 FALSE
"ENSG00000125818.12" "PSMF1" "protein_coding" 267 FALSE
"ENSG00000125820.5" "NKX2-2" "protein_coding" 0 FALSE
"ENSG00000125821.7" "DTD1" "protein_coding" 239 FALSE
"ENSG00000125823.8" "CSTL1" "protein_coding" 4 FALSE
"ENSG00000125826.15" "RBCK1" "protein_coding" 159 FALSE
"ENSG00000125827.4" "TMX4" "protein_coding" 149 FALSE
"ENSG00000125831.5" "CST11" "protein_coding" 0 FALSE
"ENSG00000125834.8" "STK35" "protein_coding" 80 FALSE
"ENSG00000125835.13" "SNRPB" "protein_coding" 333 FALSE
"ENSG00000125841.7" "NRSN2" "protein_coding" 124 FALSE
"ENSG00000125843.6" "AP5S1" "protein_coding" 179 FALSE
"ENSG00000125844.10" "RRBP1" "protein_coding" 290 FALSE
"ENSG00000125845.6" "BMP2" "protein_coding" 3 FALSE
"ENSG00000125846.11" "ZNF133" "protein_coding" 56 FALSE
"ENSG00000125848.9" "FLRT3" "protein_coding" 27 FALSE
"ENSG00000125850.6" "OVOL2" "protein_coding" 2 FALSE
"ENSG00000125851.5" "PCSK2" "protein_coding" 0 FALSE
"ENSG00000125861.10" "GFRA4" "protein_coding" 0 FALSE
"ENSG00000125863.12" "MKKS" "protein_coding" 248 FALSE
"ENSG00000125864.7" "BFSP1" "protein_coding" 9 FALSE
"ENSG00000125868.10" "DSTN" "protein_coding" 340 TRUE
"ENSG00000125869.4" "LAMP5" "protein_coding" 6 FALSE
"ENSG00000125870.6" "SNRPB2" "protein_coding" 331 FALSE
"ENSG00000125871.9" "MGME1" "protein_coding" 125 TRUE
"ENSG00000125872.7" "LRRN4" "protein_coding" 0 FALSE
"ENSG00000125875.9" "TBC1D20" "protein_coding" 124 FALSE
"ENSG00000125877.7" "ITPA" "protein_coding" 283 FALSE
"ENSG00000125878.4" "TCF15" "protein_coding" 0 FALSE
"ENSG00000125879.4" "OTOR" "protein_coding" 0 FALSE
"ENSG00000125885.9" "MCM8" "protein_coding" 42 FALSE
"ENSG00000125888.9" "BANF2" "protein_coding" 1 FALSE
"ENSG00000125895.5" "TMEM74B" "protein_coding" 0 FALSE
"ENSG00000125898.7" "FAM110A" "protein_coding" 6 FALSE
"ENSG00000125899.6" "C20orf187" "protein_coding" 0 FALSE
"ENSG00000125900.8" "SIRPD" "protein_coding" 0 FALSE
"ENSG00000125901.5" "MRPS26" "protein_coding" 62 FALSE
"ENSG00000125903.4" "DEFB129" "protein_coding" 0 FALSE
"ENSG00000125910.4" "S1PR4" "protein_coding" 0 FALSE
"ENSG00000125912.6" "NCLN" "protein_coding" 123 FALSE
"ENSG00000125931.6" "CITED1" "protein_coding" 0 FALSE
"ENSG00000125944.13" "HNRNPR" "protein_coding" 337 FALSE
"ENSG00000125945.9" "ZNF436" "protein_coding" 37 FALSE
"ENSG00000125952.14" "MAX" "protein_coding" 175 FALSE
"ENSG00000125954.7" "CHURC1-FNTB" "protein_coding" 87 FALSE
"ENSG00000125962.9" "ARMCX5" "protein_coding" 134 FALSE
"ENSG00000125965.4" "GDF5" "protein_coding" 22 FALSE
"ENSG00000125966.8" "MMP24" "protein_coding" 0 FALSE
"ENSG00000125967.11" "NECAB3" "protein_coding" 37 FALSE
"ENSG00000125968.7" "ID1" "protein_coding" 124 TRUE
"ENSG00000125970.7" "RALY" "protein_coding" 151 FALSE
"ENSG00000125971.12" "DYNLRB1" "protein_coding" 314 FALSE
"ENSG00000125975.8" "C20orf173" "protein_coding" 0 FALSE
"ENSG00000125977.6" "EIF2S2" "protein_coding" 348 FALSE
"ENSG00000125991.14" "ERGIC3" "protein_coding" 325 FALSE
"ENSG00000125995.11" "ROMO1" "protein_coding" 333 FALSE
"ENSG00000125997.4" "BPIFB9P" "pseudogene" 0 FALSE
"ENSG00000125998.7" "FAM83C" "protein_coding" 1 FALSE
"ENSG00000125999.6" "BPIFB1" "protein_coding" 0 FALSE
"ENSG00000126001.11" "CEP250" "protein_coding" 104 FALSE
"ENSG00000126003.6" "PLAGL2" "protein_coding" 44 FALSE
"ENSG00000126005.10" "MMP24-AS1" "antisense" 139 FALSE
"ENSG00000126010.5" "GRPR" "protein_coding" 0 FALSE
"ENSG00000126012.7" "KDM5C" "protein_coding" 124 FALSE
"ENSG00000126016.9" "AMOT" "protein_coding" 3 FALSE
"ENSG00000126062.3" "TMEM115" "protein_coding" 69 FALSE
"ENSG00000126067.7" "PSMB2" "protein_coding" 328 FALSE
"ENSG00000126070.13" "AGO3" "protein_coding" 113 FALSE
"ENSG00000126088.8" "UROD" "protein_coding" 270 FALSE
"ENSG00000126091.15" "ST3GAL3" "protein_coding" 18 FALSE
"ENSG00000126106.9" "TMEM53" "protein_coding" 62 FALSE
"ENSG00000126107.10" "HECTD3" "protein_coding" 97 FALSE
"ENSG00000126214.16" "KLC1" "protein_coding" 152 FALSE
"ENSG00000126215.9" "XRCC3" "protein_coding" 20 FALSE
"ENSG00000126216.8" "TUBGCP3" "protein_coding" 84 FALSE
"ENSG00000126217.16" "MCF2L" "protein_coding" 71 FALSE
"ENSG00000126218.7" "F10" "protein_coding" 8 FALSE
"ENSG00000126226.16" "PCID2" "protein_coding" 271 FALSE
"ENSG00000126231.9" "PROZ" "protein_coding" 0 FALSE
"ENSG00000126233.1" "SLURP1" "protein_coding" 0 FALSE
"ENSG00000126243.4" "LRFN3" "protein_coding" 3 FALSE
"ENSG00000126246.5" "IGFLR1" "protein_coding" 12 FALSE
"ENSG00000126247.6" "CAPNS1" "protein_coding" 307 FALSE
"ENSG00000126249.2" "PDCD2L" "protein_coding" 62 FALSE
"ENSG00000126251.5" "GPR42" "protein_coding" 0 FALSE
"ENSG00000126254.7" "RBM42" "protein_coding" 109 FALSE
"ENSG00000126259.14" "KIRREL2" "protein_coding" 0 FALSE
"ENSG00000126261.7" "UBA2" "protein_coding" 190 FALSE
"ENSG00000126262.3" "FFAR2" "protein_coding" 0 FALSE
"ENSG00000126264.5" "HCST" "protein_coding" 56 FALSE
"ENSG00000126266.2" "FFAR1" "protein_coding" 0 FALSE
"ENSG00000126267.4" "COX6B1" "protein_coding" 337 FALSE
"ENSG00000126337.9" "KRT36" "protein_coding" 0 FALSE
"ENSG00000126351.8" "THRA" "protein_coding" 49 FALSE
"ENSG00000126353.3" "CCR7" "protein_coding" 1 FALSE
"ENSG00000126368.5" "NR1D1" "protein_coding" 22 FALSE
"ENSG00000126391.9" "FRMD8" "protein_coding" 300 FALSE
"ENSG00000126432.9" "PRDX5" "protein_coding" 370 FALSE
"ENSG00000126453.5" "BCL2L12" "protein_coding" 56 FALSE
"ENSG00000126456.11" "IRF3" "protein_coding" 96 FALSE
"ENSG00000126457.16" "PRMT1" "protein_coding" 275 FALSE
"ENSG00000126458.3" "RRAS" "protein_coding" 173 FALSE
"ENSG00000126460.6" "PRRG2" "protein_coding" 2 FALSE
"ENSG00000126461.10" "SCAF1" "protein_coding" 18 FALSE
"ENSG00000126464.9" "PRR12" "protein_coding" 7 FALSE
"ENSG00000126467.6" "TSKS" "protein_coding" 2 FALSE
"ENSG00000126500.3" "FLRT1" "protein_coding" 0 FALSE
"ENSG00000126522.12" "ASL" "protein_coding" 106 FALSE
"ENSG00000126524.5" "SBDS" "protein_coding" 343 FALSE
"ENSG00000126542.10" "PTPN20CP" "pseudogene" 0 FALSE
"ENSG00000126545.9" "CSN1S1" "protein_coding" 0 FALSE
"ENSG00000126549.5" "STATH" "protein_coding" 0 FALSE
"ENSG00000126550.4" "HTN1" "protein_coding" 0 FALSE
"ENSG00000126561.11" "STAT5A" "protein_coding" 22 FALSE
"ENSG00000126562.12" "WNK4" "protein_coding" 24 FALSE
"ENSG00000126581.8" "BECN1" "protein_coding" 291 FALSE
"ENSG00000126583.6" "PRKCG" "protein_coding" 0 FALSE
"ENSG00000126602.6" "TRAP1" "protein_coding" 192 FALSE
"ENSG00000126603.4" "GLIS2" "protein_coding" 82 FALSE
"ENSG00000126653.11" "NSRP1" "protein_coding" 338 FALSE
"ENSG00000126698.6" "DNAJC8" "protein_coding" 347 FALSE
"ENSG00000126705.8" "AHDC1" "protein_coding" 72 FALSE
"ENSG00000126709.10" "IFI6" "protein_coding" 221 FALSE
"ENSG00000126733.15" "DACH2" "protein_coding" 2 FALSE
"ENSG00000126746.13" "ZNF384" "protein_coding" 95 FALSE
"ENSG00000126749.8" "EMG1" "processed_transcript" 213 FALSE
"ENSG00000126752.7" "SSX1" "protein_coding" 0 FALSE
"ENSG00000126756.7" "UXT" "protein_coding" 319 FALSE
"ENSG00000126759.8" "CFP" "protein_coding" 1 FALSE
"ENSG00000126767.13" "ELK1" "protein_coding" 34 FALSE
"ENSG00000126768.7" "TIMM17B" "protein_coding" 246 FALSE
"ENSG00000126773.8" "PCNXL4" "protein_coding" 195 FALSE
"ENSG00000126775.8" "ATG14" "protein_coding" 115 FALSE
"ENSG00000126777.13" "KTN1" "protein_coding" 343 FALSE
"ENSG00000126778.6" "SIX1" "protein_coding" 309 FALSE
"ENSG00000126785.8" "RHOJ" "protein_coding" 1 FALSE
"ENSG00000126787.8" "DLGAP5" "protein_coding" 74 TRUE
"ENSG00000126790.7" "L3HYPDH" "protein_coding" 172 FALSE
"ENSG00000126803.8" "HSPA2" "protein_coding" 22 FALSE
"ENSG00000126804.9" "ZBTB1" "protein_coding" 191 FALSE
"ENSG00000126814.6" "TRMT5" "protein_coding" 130 FALSE
"ENSG00000126821.7" "SGPP1" "protein_coding" 39 FALSE
"ENSG00000126822.11" "PLEKHG3" "protein_coding" 23 FALSE
"ENSG00000126838.5" "PZP" "protein_coding" 2 FALSE
"ENSG00000126856.9" "PRDM7" "protein_coding" 0 FALSE
"ENSG00000126858.12" "RHOT1" "protein_coding" 135 FALSE
"ENSG00000126860.7" "EVI2A" "protein_coding" 36 FALSE
"ENSG00000126861.4" "OMG" "protein_coding" 44 FALSE
"ENSG00000126870.11" "WDR60" "protein_coding" 142 FALSE
"ENSG00000126878.8" "AIF1L" "protein_coding" 42 FALSE
"ENSG00000126882.8" "FAM78A" "protein_coding" 10 FALSE
"ENSG00000126883.12" "NUP214" "protein_coding" 230 FALSE
"ENSG00000126890.13" "CTAG2" "protein_coding" 0 FALSE
"ENSG00000126895.9" "AVPR2" "protein_coding" 0 FALSE
"ENSG00000126903.11" "SLC10A3" "protein_coding" 79 FALSE
"ENSG00000126934.9" "MAP2K2" "protein_coding" 101 FALSE
"ENSG00000126945.8" "HNRNPH2" "protein_coding" 289 FALSE
"ENSG00000126947.7" "ARMCX1" "protein_coding" 140 FALSE
"ENSG00000126950.7" "TMEM35" "protein_coding" 21 FALSE
"ENSG00000126952.12" "NXF5" "protein_coding" 0 FALSE
"ENSG00000126953.5" "TIMM8A" "protein_coding" 121 FALSE
"ENSG00000126970.11" "ZC4H2" "protein_coding" 82 FALSE
"ENSG00000127022.10" "CANX" "protein_coding" 347 FALSE
"ENSG00000127054.14" "CPSF3L" "protein_coding" 171 FALSE
"ENSG00000127074.10" "RGS13" "protein_coding" 0 FALSE
"ENSG00000127080.5" "IPPK" "protein_coding" 72 FALSE
"ENSG00000127081.9" "ZNF484" "protein_coding" 34 FALSE
"ENSG00000127083.7" "OMD" "protein_coding" 58 FALSE
"ENSG00000127084.13" "FGD3" "protein_coding" 1 FALSE
"ENSG00000127124.9" "HIVEP3" "protein_coding" 49 FALSE
"ENSG00000127125.7" "PPCS" "protein_coding" 221 FALSE
"ENSG00000127129.5" "EDN2" "protein_coding" 0 FALSE
"ENSG00000127152.13" "BCL11B" "protein_coding" 3 FALSE
"ENSG00000127184.6" "COX7C" "protein_coding" 335 FALSE
"ENSG00000127191.13" "TRAF2" "protein_coding" 22 FALSE
"ENSG00000127220.5" "ABHD8" "protein_coding" 4 FALSE
"ENSG00000127241.12" "MASP1" "protein_coding" 0 FALSE
"ENSG00000127249.10" "ATP13A4" "protein_coding" 4 FALSE
"ENSG00000127252.4" "HRASLS" "protein_coding" 0 FALSE
"ENSG00000127311.5" "HELB" "protein_coding" 29 FALSE
"ENSG00000127314.13" "RAP1B" "protein_coding" 306 FALSE
"ENSG00000127318.6" "IL22" "protein_coding" 0 FALSE
"ENSG00000127324.4" "TSPAN8" "protein_coding" 0 FALSE
"ENSG00000127325.14" "BEST3" "protein_coding" 24 FALSE
"ENSG00000127328.17" "RAB3IP" "protein_coding" 87 FALSE
"ENSG00000127329.10" "PTPRB" "protein_coding" 11 FALSE
"ENSG00000127334.10" "DYRK2" "protein_coding" 175 FALSE
"ENSG00000127337.2" "YEATS4" "protein_coding" 124 FALSE
"ENSG00000127362.2" "TAS2R3" "protein_coding" 0 FALSE
"ENSG00000127364.2" "TAS2R4" "protein_coding" 0 FALSE
"ENSG00000127366.4" "TAS2R5" "protein_coding" 2 FALSE
"ENSG00000127377.4" "CRYGN" "protein_coding" 0 FALSE
"ENSG00000127399.10" "LRRC61" "protein_coding" 0 FALSE
"ENSG00000127412.2" "TRPV5" "protein_coding" 0 FALSE
"ENSG00000127415.8" "IDUA" "protein_coding" 7 FALSE
"ENSG00000127418.10" "FGFRL1" "protein_coding" 31 FALSE
"ENSG00000127419.12" "TMEM175" "protein_coding" 34 FALSE
"ENSG00000127423.6" "AUNIP" "protein_coding" 139 FALSE
"ENSG00000127445.9" "PIN1" "protein_coding" 143 FALSE
"ENSG00000127452.4" "FBXL12" "protein_coding" 45 FALSE
"ENSG00000127463.9" "EMC1" "protein_coding" 187 FALSE
"ENSG00000127472.6" "PLA2G5" "protein_coding" 1 FALSE
"ENSG00000127481.10" "UBR4" "protein_coding" 300 FALSE
"ENSG00000127483.13" "HP1BP3" "protein_coding" 342 FALSE
"ENSG00000127507.13" "EMR2" "protein_coding" 40 FALSE
"ENSG00000127511.5" "SIN3B" "protein_coding" 41 FALSE
"ENSG00000127515.1" "OR7A10" "protein_coding" 0 FALSE
"ENSG00000127526.9" "SLC35E1" "protein_coding" 251 FALSE
"ENSG00000127527.9" "EPS15L1" "protein_coding" 112 FALSE
"ENSG00000127528.5" "KLF2" "protein_coding" 67 FALSE
"ENSG00000127529.7" "OR7C2" "protein_coding" 0 FALSE
"ENSG00000127530.2" "OR7C1" "protein_coding" 1 FALSE
"ENSG00000127533.3" "F2RL3" "protein_coding" 1 FALSE
"ENSG00000127540.7" "UQCR11" "protein_coding" 333 FALSE
"ENSG00000127554.12" "GFER" "protein_coding" 25 FALSE
"ENSG00000127561.10" "SYNGR3" "protein_coding" 1 FALSE
"ENSG00000127564.12" "PKMYT1" "protein_coding" 77 TRUE
"ENSG00000127578.6" "WFIKKN1" "protein_coding" 1 FALSE
"ENSG00000127580.11" "WDR24" "protein_coding" 15 FALSE
"ENSG00000127585.7" "FBXL16" "protein_coding" 2 FALSE
"ENSG00000127586.12" "CHTF18" "protein_coding" 37 FALSE
"ENSG00000127588.4" "GNG13" "protein_coding" 0 FALSE
"ENSG00000127589.4" "TUBBP1" "pseudogene" 36 FALSE
"ENSG00000127603.19" "MACF1" "protein_coding" 354 TRUE
"ENSG00000127616.12" "SMARCA4" "protein_coding" 233 FALSE
"ENSG00000127663.9" "KDM4B" "protein_coding" 75 FALSE
"ENSG00000127666.8" "TICAM1" "protein_coding" 22 FALSE
"ENSG00000127688.3" "GAN" "protein_coding" 12 FALSE
"ENSG00000127720.3" "METTL25" "protein_coding" 85 FALSE
"ENSG00000127743.5" "IL17B" "protein_coding" 3 FALSE
"ENSG00000127774.6" "EMC6" "protein_coding" 223 FALSE
"ENSG00000127780.3" "OR1E2" "protein_coding" 0 FALSE
"ENSG00000127804.7" "METTL16" "protein_coding" 157 FALSE
"ENSG00000127824.9" "TUBA4A" "protein_coding" 70 FALSE
"ENSG00000127831.6" "VIL1" "protein_coding" 1 FALSE
"ENSG00000127837.5" "AAMP" "protein_coding" 219 FALSE
"ENSG00000127838.9" "PNKD" "protein_coding" 279 FALSE
"ENSG00000127863.11" "TNFRSF19" "protein_coding" 40 FALSE
"ENSG00000127870.12" "RNF6" "protein_coding" 166 FALSE
"ENSG00000127884.4" "ECHS1" "protein_coding" 322 FALSE
"ENSG00000127903.12" "ZNF835" "protein_coding" 3 FALSE
"ENSG00000127914.12" "AKAP9" "protein_coding" 329 FALSE
"ENSG00000127920.4" "GNG11" "protein_coding" 289 FALSE
"ENSG00000127922.5" "SHFM1" "protein_coding" 338 FALSE
"ENSG00000127928.8" "GNGT1" "protein_coding" 0 FALSE
"ENSG00000127946.12" "HIP1" "protein_coding" 186 FALSE
"ENSG00000127947.11" "PTPN12" "protein_coding" 279 FALSE
"ENSG00000127948.9" "POR" "protein_coding" 168 FALSE
"ENSG00000127951.5" "FGL2" "protein_coding" 11 FALSE
"ENSG00000127952.12" "STYXL1" "protein_coding" 164 FALSE
"ENSG00000127954.8" "STEAP4" "protein_coding" 16 FALSE
"ENSG00000127955.11" "GNAI1" "protein_coding" 88 FALSE
"ENSG00000127957.12" "PMS2P3" "pseudogene" 62 FALSE
"ENSG00000127980.11" "PEX1" "protein_coding" 98 FALSE
"ENSG00000127989.8" "MTERF" "protein_coding" 85 FALSE
"ENSG00000127990.11" "SGCE" "protein_coding" 221 FALSE
"ENSG00000127993.10" "RBM48" "protein_coding" 132 FALSE
"ENSG00000127995.12" "CASD1" "protein_coding" 92 FALSE
"ENSG00000128000.11" "ZNF780B" "protein_coding" 55 FALSE
"ENSG00000128011.4" "LRFN1" "protein_coding" 0 FALSE
"ENSG00000128016.4" "ZFP36" "protein_coding" 109 FALSE
"ENSG00000128039.6" "SRD5A3" "protein_coding" 53 FALSE
"ENSG00000128040.6" "SPINK2" "protein_coding" 0 FALSE
"ENSG00000128045.5" "RASL11B" "protein_coding" 2 FALSE
"ENSG00000128050.4" "PAICS" "protein_coding" 304 FALSE
"ENSG00000128052.8" "KDR" "protein_coding" 0 FALSE
"ENSG00000128059.4" "PPAT" "protein_coding" 153 FALSE
"ENSG00000128159.7" "TUBGCP6" "protein_coding" 58 FALSE
"ENSG00000128165.7" "ADM2" "protein_coding" 35 FALSE
"ENSG00000128185.5" "DGCR6L" "protein_coding" 195 FALSE
"ENSG00000128191.9" "DGCR8" "protein_coding" 231 FALSE
"ENSG00000128203.6" "ASPHD2" "protein_coding" 10 FALSE
"ENSG00000128218.7" "VPREB3" "protein_coding" 0 FALSE
"ENSG00000128228.4" "SDF2L1" "protein_coding" 85 FALSE
"ENSG00000128242.8" "GAL3ST1" "protein_coding" 1 FALSE
"ENSG00000128245.10" "YWHAH" "protein_coding" 243 FALSE
"ENSG00000128250.5" "RFPL1" "protein_coding" 0 FALSE
"ENSG00000128253.9" "RFPL2" "protein_coding" 0 FALSE
"ENSG00000128254.9" "C22orf24" "protein_coding" 1 FALSE
"ENSG00000128262.4" "POM121L9P" "pseudogene" 54 FALSE
"ENSG00000128266.7" "GNAZ" "protein_coding" 46 FALSE
"ENSG00000128268.11" "MGAT3" "protein_coding" 0 FALSE
"ENSG00000128271.15" "ADORA2A" "protein_coding" 6 FALSE
"ENSG00000128272.10" "ATF4" "protein_coding" 327 FALSE
"ENSG00000128274.11" "A4GALT" "protein_coding" 10 FALSE
"ENSG00000128276.6" "RFPL3" "protein_coding" 0 FALSE
"ENSG00000128283.6" "CDC42EP1" "protein_coding" 139 FALSE
"ENSG00000128284.15" "APOL3" "protein_coding" 14 FALSE
"ENSG00000128285.4" "MCHR1" "protein_coding" 0 FALSE
"ENSG00000128294.11" "TPST2" "protein_coding" 104 FALSE
"ENSG00000128298.12" "BAIAP2L2" "protein_coding" 6 FALSE
"ENSG00000128309.12" "MPST" "protein_coding" 146 FALSE
"ENSG00000128310.2" "GALR3" "protein_coding" 0 FALSE
"ENSG00000128311.9" "TST" "protein_coding" 87 FALSE
"ENSG00000128313.2" "APOL5" "protein_coding" 3 FALSE
"ENSG00000128322.6" "IGLL1" "protein_coding" 2 FALSE
"ENSG00000128335.9" "APOL2" "protein_coding" 288 FALSE
"ENSG00000128340.10" "RAC2" "protein_coding" 20 FALSE
"ENSG00000128342.4" "LIF" "protein_coding" 112 FALSE
"ENSG00000128346.6" "C22orf23" "protein_coding" 19 FALSE
"ENSG00000128383.8" "APOBEC3A" "protein_coding" 78 TRUE
"ENSG00000128394.12" "APOBEC3F" "protein_coding" 53 FALSE
"ENSG00000128408.7" "RIBC2" "protein_coding" 10 FALSE
"ENSG00000128422.11" "KRT17" "protein_coding" 32 FALSE
"ENSG00000128438.6" "TBC1D27" "pseudogene" 2 FALSE
"ENSG00000128463.8" "EMC4" "protein_coding" 323 FALSE
"ENSG00000128482.11" "RNF112" "protein_coding" 5 FALSE
"ENSG00000128487.12" "SPECC1" "protein_coding" 109 FALSE
"ENSG00000128510.6" "CPA4" "protein_coding" 50 FALSE
"ENSG00000128512.15" "DOCK4" "protein_coding" 40 FALSE
"ENSG00000128513.9" "POT1" "protein_coding" 95 FALSE
"ENSG00000128519.2" "TAS2R16" "protein_coding" 0 FALSE
"ENSG00000128524.4" "ATP6V1F" "protein_coding" 318 FALSE
"ENSG00000128534.3" "NAA38" "protein_coding" 281 FALSE
"ENSG00000128536.11" "CDHR3" "protein_coding" 7 FALSE
"ENSG00000128563.9" "PRKRIP1" "protein_coding" 148 FALSE
"ENSG00000128564.5" "VGF" "protein_coding" 0 FALSE
"ENSG00000128567.12" "PODXL" "protein_coding" 84 FALSE
"ENSG00000128573.18" "FOXP2" "protein_coding" 21 FALSE
"ENSG00000128578.5" "STRIP2" "protein_coding" 41 FALSE
"ENSG00000128581.11" "RABL5" "protein_coding" 202 FALSE
"ENSG00000128585.13" "MKLN1" "protein_coding" 297 FALSE
"ENSG00000128590.4" "DNAJB9" "protein_coding" 149 FALSE
"ENSG00000128591.11" "FLNC" "protein_coding" 277 FALSE
"ENSG00000128594.3" "LRRC4" "protein_coding" 21 FALSE
"ENSG00000128595.12" "CALU" "protein_coding" 361 FALSE
"ENSG00000128596.12" "CCDC136" "protein_coding" 16 FALSE
"ENSG00000128602.5" "SMO" "protein_coding" 19 FALSE
"ENSG00000128604.14" "IRF5" "protein_coding" 3 FALSE
"ENSG00000128606.8" "LRRC17" "protein_coding" 260 FALSE
"ENSG00000128607.8" "KLHDC10" "protein_coding" 88 FALSE
"ENSG00000128609.10" "NDUFA5" "protein_coding" 315 FALSE
"ENSG00000128610.7" "FEZF1" "protein_coding" 0 FALSE
"ENSG00000128617.2" "OPN1SW" "protein_coding" 175 FALSE
"ENSG00000128626.7" "MRPS12" "protein_coding" 220 FALSE
"ENSG00000128641.13" "MYO1B" "protein_coding" 282 FALSE
"ENSG00000128645.11" "HOXD1" "protein_coding" 0 FALSE
"ENSG00000128652.7" "HOXD3" "protein_coding" 0 FALSE
"ENSG00000128654.9" "MTX2" "protein_coding" 164 FALSE
"ENSG00000128655.11" "PDE11A" "protein_coding" 1 FALSE
"ENSG00000128656.9" "CHN1" "protein_coding" 208 FALSE
"ENSG00000128683.8" "GAD1" "protein_coding" 4 FALSE
"ENSG00000128692.7" "EIF2S2P4" "pseudogene" 70 FALSE
"ENSG00000128694.7" "OSGEPL1" "protein_coding" 122 FALSE
"ENSG00000128699.9" "ORMDL1" "protein_coding" 313 FALSE
"ENSG00000128708.8" "HAT1" "protein_coding" 257 FALSE
"ENSG00000128709.10" "HOXD9" "protein_coding" 0 FALSE
"ENSG00000128710.5" "HOXD10" "protein_coding" 0 FALSE
"ENSG00000128713.11" "HOXD11" "protein_coding" 0 FALSE
"ENSG00000128714.5" "HOXD13" "protein_coding" 0 FALSE
"ENSG00000128731.11" "HERC2" "protein_coding" 200 FALSE
"ENSG00000128739.16" "SNRPN" "protein_coding" 288 FALSE
"ENSG00000128789.15" "PSMG2" "protein_coding" 281 FALSE
"ENSG00000128791.7" "TWSG1" "protein_coding" 195 FALSE
"ENSG00000128802.3" "GDF2" "protein_coding" 0 FALSE
"ENSG00000128805.10" "ARHGAP22" "protein_coding" 152 TRUE
"ENSG00000128815.13" "WDFY4" "protein_coding" 0 FALSE
"ENSG00000128829.6" "EIF2AK4" "protein_coding" 267 FALSE
"ENSG00000128833.8" "MYO5C" "protein_coding" 4 FALSE
"ENSG00000128849.9" "CGNL1" "protein_coding" 13 FALSE
"ENSG00000128872.5" "TMOD2" "protein_coding" 48 FALSE
"ENSG00000128881.12" "TTBK2" "protein_coding" 79 FALSE
"ENSG00000128886.7" "ELL3" "protein_coding" 32 FALSE
"ENSG00000128891.11" "C15orf57" "protein_coding" 139 FALSE
"ENSG00000128908.11" "INO80" "protein_coding" 101 FALSE
"ENSG00000128915.7" "NARG2" "protein_coding" 190 FALSE
"ENSG00000128917.5" "DLL4" "protein_coding" 0 FALSE
"ENSG00000128918.10" "ALDH1A2" "protein_coding" 4 FALSE
"ENSG00000128923.6" "FAM63B" "protein_coding" 119 FALSE
"ENSG00000128928.4" "IVD" "protein_coding" 265 FALSE
"ENSG00000128944.8" "KNSTRN" "protein_coding" 135 FALSE
"ENSG00000128951.9" "DUT" "protein_coding" 212 FALSE
"ENSG00000128965.7" "CHAC1" "protein_coding" 77 FALSE
"ENSG00000128973.7" "CLN6" "protein_coding" 39 FALSE
"ENSG00000128989.6" "ARPP19" "protein_coding" 288 FALSE
"ENSG00000129003.11" "VPS13C" "protein_coding" 270 FALSE
"ENSG00000129007.10" "CALML4" "protein_coding" 47 FALSE
"ENSG00000129009.8" "ISLR" "protein_coding" 63 FALSE
"ENSG00000129028.4" "THAP10" "protein_coding" 20 FALSE
"ENSG00000129038.11" "LOXL1" "protein_coding" 206 FALSE
"ENSG00000129048.6" "CCRL1" "protein_coding" 4 FALSE
"ENSG00000129055.8" "ANAPC13" "protein_coding" 291 FALSE
"ENSG00000129071.5" "MBD4" "protein_coding" 217 FALSE
"ENSG00000129083.8" "COPB1" "protein_coding" 336 FALSE
"ENSG00000129084.13" "PSMA1" "protein_coding" 344 FALSE
"ENSG00000129103.13" "SUMF2" "protein_coding" 328 FALSE
"ENSG00000129116.13" "PALLD" "protein_coding" 355 FALSE
"ENSG00000129128.8" "SPCS3" "protein_coding" 318 FALSE
"ENSG00000129151.4" "BBOX1" "protein_coding" 8 FALSE
